case	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
feature_conv5_downsample_stem_bn1	42	0.01	400	643.611930847168	1.60902982711792	360	0.9	100	4.233193874359131	3.7509326171875	10	0.1	False
feature_conv5_downsample_stem_bn1	43	0.01	400	622.647180557251	1.5566179513931275	362	0.905	100	4.212762355804443	3.73050048828125	11	0.11	True
feature_conv5_downsample_stem_bn1	44	0.01	400	611.2618751525879	1.5281546878814698	364	0.91	100	4.2017011642456055	3.719439697265625	13	0.13	True
feature_conv5_downsample_stem_bn1	45	0.01	400	600.3529663085938	1.5008824157714844	363	0.9075	100	4.193240165710449	3.710978698730469	11	0.11	True
feature_conv5_downsample_stem_bn1	46	0.01	400	578.8558540344238	1.4471396350860595	363	0.9075	100	4.195024490356445	3.712762756347656	13	0.13	False
feature_conv5_downsample_stem_bn1	47	0.01	400	565.0893249511719	1.4127233123779297	369	0.9225	100	4.193751335144043	3.7114898681640627	12	0.12	False
feature_conv5_downsample_stem_bn1	48	0.01	400	555.3408050537109	1.3883520126342774	368	0.92	100	4.18528938293457	3.703027648925781	14	0.14	True
feature_conv5_downsample_stem_bn1	49	0.01	400	537.6990928649902	1.3442477321624755	368	0.92	100	4.160762310028076	3.6785006713867188	15	0.15	True
feature_conv5_downsample_stem_bn1	50	0.01	400	525.8389282226562	1.3145973205566406	369	0.9225	100	4.157081604003906	3.6748199462890625	15	0.15	True
feature_conv5_downsample_stem_bn1	51	0.01	400	519.0828285217285	1.2977070713043213	373	0.9325	100	4.14561653137207	3.663354797363281	14	0.14	True
feature_conv5_downsample_stem_bn1	52	0.01	400	508.70955657958984	1.2717738914489747	370	0.925	100	4.140352725982666	3.6580911254882813	15	0.15	True
feature_conv5_downsample_stem_bn1	53	0.01	400	502.7867259979248	1.256966814994812	373	0.9325	100	4.147250652313232	3.664989318847656	15	0.15	False
feature_conv5_downsample_stem_bn1	54	0.01	400	490.62002754211426	1.2265500688552857	374	0.935	100	4.154119968414307	3.6718585205078127	13	0.13	False
feature_conv5_downsample_stem_bn1	55	0.01	400	479.1558418273926	1.1978896045684815	373	0.9325	100	4.1294121742248535	3.6471502685546877	16	0.16	True
feature_conv5_downsample_stem_bn1	56	0.01	400	465.22553634643555	1.163063840866089	374	0.935	100	4.120631217956543	3.6383697509765627	15	0.15	True
feature_conv5_downsample_stem_bn1	57	0.01	400	460.0389862060547	1.1500974655151368	375	0.9375	100	4.126955509185791	3.644693603515625	14	0.14	False
feature_conv5_downsample_stem_bn1	58	0.01	400	448.6528720855713	1.1216321802139282	378	0.945	100	4.1221089363098145	3.639847412109375	15	0.15	False
feature_conv5_downsample_stem_bn1	59	0.01	400	444.57057189941406	1.1114264297485352	377	0.9425	100	4.103213310241699	3.620951843261719	16	0.16	True
feature_conv5_downsample_stem_bn1	60	0.01	400	438.19707107543945	1.0954926776885987	377	0.9425	100	4.1052165031433105	3.6229547119140624	15	0.15	False
feature_conv5_downsample_stem_bn1	61	0.001	400	430.2976245880127	1.0757440614700318	380	0.95	100	4.1021728515625	3.619910888671875	16	0.16	True
feature_conv5_downsample_stem_bn1	62	0.001	400	430.25723457336426	1.0756430864334106	381	0.9525	100	4.106435298919678	3.624173583984375	16	0.16	False
feature_conv5_downsample_stem_bn1	63	0.001	400	429.09434700012207	1.0727358675003051	380	0.95	100	4.103917121887207	3.6216552734375	16	0.16	False
feature_conv5_downsample_stem_bn1	64	0.001	400	431.17010498046875	1.077925262451172	379	0.9475	100	4.102617263793945	3.620355224609375	16	0.16	False
feature_conv5_downsample_stem_bn1	65	0.001	400	426.0181312561035	1.0650453281402588	378	0.945	100	4.100375652313232	3.6181146240234376	16	0.16	True
feature_conv5_downsample_stem_bn1	66	0.001	400	430.1509780883789	1.0753774452209472	381	0.9525	100	4.102469444274902	3.6202078247070313	16	0.16	False
feature_conv5_downsample_stem_bn1	67	0.001	400	428.2683353424072	1.0706708383560182	375	0.9375	100	4.1019511222839355	3.6196893310546874	15	0.15	False
feature_conv5_downsample_stem_bn1	68	0.001	400	423.72369384765625	1.0593092346191406	377	0.9425	100	4.094344615936279	3.61208251953125	15	0.15	True
feature_conv5_downsample_stem_bn1	69	0.001	400	423.8243980407715	1.0595609951019287	381	0.9525	100	4.094182014465332	3.6119204711914064	15	0.15	True
feature_conv5_downsample_stem_bn1	70	0.001	400	420.50726890563965	1.051268172264099	375	0.9375	100	4.0972747802734375	3.6150131225585938	15	0.15	False
feature_conv5_downsample_stem_bn1	71	0.001	400	418.0813102722168	1.045203275680542	379	0.9475	100	4.0935163497924805	3.6112542724609376	15	0.15	True
feature_conv5_downsample_stem_bn1	72	0.001	400	416.3075256347656	1.040768814086914	380	0.95	100	4.100146293640137	3.6178851318359375	16	0.16	False
feature_conv5_downsample_stem_bn1	73	0.001	400	423.5833168029785	1.0589582920074463	379	0.9475	100	4.098814487457275	3.616552734375	15	0.15	False
feature_conv5_downsample_stem_bn1	74	0.001	400	421.6790199279785	1.0541975498199463	380	0.95	100	4.099171161651611	3.6169091796875	15	0.15	False
feature_conv5_downsample_stem_bn1	75	0.001	400	423.1122169494629	1.0577805423736573	376	0.94	100	4.094781875610352	3.612520446777344	16	0.16	False
feature_conv5_downsample_stem_bn1	76	0.001	400	418.8836326599121	1.0472090816497803	376	0.94	100	4.0918803215026855	3.6096185302734374	15	0.15	True
feature_conv5_downsample_stem_bn1	77	0.001	400	421.8639430999756	1.0546598577499389	379	0.9475	100	4.094172954559326	3.61191162109375	15	0.15	False
feature_conv5_downsample_stem_bn1	78	0.001	400	422.6971015930176	1.056742753982544	379	0.9475	100	4.0870361328125	3.604774169921875	15	0.15	True
feature_conv5_downsample_stem_bn1	79	0.001	400	424.7124443054199	1.0617811107635498	379	0.9475	100	4.086759090423584	3.6044976806640623	16	0.16	True
feature_conv5_downsample_stem_bn1	80	0.001	400	417.0162010192871	1.0425405025482177	379	0.9475	100	4.085161209106445	3.602899475097656	16	0.16	True
feature_conv5_downsample_stem_bn1	81	0.001	400	419.59480476379395	1.0489870119094848	379	0.9475	100	4.088784217834473	3.606522521972656	16	0.16	False
feature_conv5_downsample_stem_bn1	82	0.001	400	417.753942489624	1.04438485622406	379	0.9475	100	4.085105895996094	3.60284423828125	16	0.16	True
feature_conv5_downsample_stem_bn1	83	0.001	400	412.3572120666504	1.030893030166626	380	0.95	100	4.085565090179443	3.60330322265625	16	0.16	False
feature_conv5_downsample_stem_bn1	84	0.001	400	411.65676498413086	1.0291419124603272	382	0.955	100	4.088714599609375	3.60645263671875	16	0.16	False
feature_conv5_downsample_stem_bn1	85	0.001	400	411.5573081970215	1.0288932704925537	380	0.95	100	4.085169792175293	3.60290771484375	15	0.15	False
feature_conv5_downsample_stem_bn1	86	0.001	400	411.68041801452637	1.0292010450363158	378	0.945	100	4.086015701293945	3.6037542724609377	15	0.15	False
feature_conv5_downsample_stem_bn1	87	0.001	400	412.19371604919434	1.0304842901229858	379	0.9475	100	4.077699661254883	3.595438232421875	15	0.15	True
feature_conv5_downsample_stem_bn1	88	0.001	400	415.92554473876953	1.039813861846924	379	0.9475	100	4.077233791351318	3.5949722290039063	15	0.15	True
feature_conv5_downsample_stem_bn1	89	0.001	400	411.84461402893066	1.0296115350723267	381	0.9525	100	4.07884407043457	3.596582336425781	16	0.16	False
feature_conv5_downsample_stem_bn1	90	0.001	400	415.9189052581787	1.0397972631454468	377	0.9425	100	4.078647136688232	3.596385498046875	16	0.16	False
feature_conv5_downsample_stem_bn1	91	0.001	400	412.14963722229004	1.030374093055725	381	0.9525	100	4.078824996948242	3.5965631103515623	15	0.15	False
feature_conv5_downsample_stem_bn1	92	0.001	400	412.0177230834961	1.0300443077087402	377	0.9425	100	4.07607889175415	3.5938174438476564	15	0.15	True
feature_conv5_downsample_stem_bn1	93	0.001	400	410.82233810424805	1.0270558452606202	379	0.9475	100	4.074498176574707	3.5922366333007814	15	0.15	True
feature_conv5_downsample_stem_bn1	94	0.001	400	409.9391975402832	1.024847993850708	380	0.95	100	4.083209991455078	3.600948486328125	17	0.17	False
feature_conv5_downsample_stem_bn1	95	0.001	400	406.35602378845215	1.0158900594711304	379	0.9475	100	4.076095104217529	3.5938336181640627	16	0.16	False
feature_conv5_downsample_stem_bn1	96	0.001	400	405.06580352783203	1.01266450881958	380	0.95	100	4.07863712310791	3.596375732421875	16	0.16	False
feature_conv5_downsample_stem_bn1	97	0.001	400	401.7645778656006	1.0044114446640016	380	0.95	100	4.081699848175049	3.5994384765625	16	0.16	False
feature_conv5_downsample_stem_bn1	98	0.001	400	401.77502059936523	1.0044375514984132	377	0.9425	100	4.078955173492432	3.5966937255859377	16	0.16	False
feature_conv5_downsample_stem_bn1	99	0.001	400	403.88038063049316	1.009700951576233	379	0.9475	100	4.086540222167969	3.604278564453125	16	0.16	False
feature_conv5_downsample_stem_bn1	100	0.001	400	403.7421875	1.00935546875	384	0.96	100	4.083736419677734	3.6014752197265625	16	0.16	False
