protection_group	epoch	learning_rate	query_count	query_loss_sum	query_loss	query_match_count	query_match	validation_count	validation_loss	validation_kl	validation_match_count	validation_match	is_best
bn_affine	52	0.01	400	279.61910247802734	0.6990477561950683	381	0.9525	100	1.5897448062896729	1.1074833679199219	63	0.63	True
bn_affine	53	0.01	400	273.79649353027344	0.6844912338256836	380	0.95	100	1.613818883895874	1.1315573120117188	60	0.6	False
bn_affine	54	0.01	400	279.7003345489502	0.6992508363723755	380	0.95	100	1.7701146602630615	1.2878529357910156	56	0.56	False
bn_affine	55	0.01	400	286.2560615539551	0.7156401538848877	367	0.9175	100	1.8582254648208618	1.3759637451171876	57	0.57	False
bn_affine	56	0.01	400	291.0435371398926	0.7276088428497315	371	0.9275	100	1.8080812692642212	1.3258197021484375	58	0.58	False
bn_affine	57	0.01	400	290.86780548095703	0.7271695137023926	370	0.925	100	1.7795710563659668	1.2973094177246094	58	0.58	False
bn_affine	58	0.01	400	274.545223236084	0.6863630580902099	374	0.935	100	1.7677215337753296	1.2854598999023437	59	0.59	False
bn_affine	59	0.01	400	294.3795700073242	0.7359489250183106	377	0.9425	100	1.7992767095565796	1.3170150756835937	56	0.56	False
bn_affine	60	0.01	400	278.69189834594727	0.6967297458648681	384	0.96	100	1.7960494756698608	1.313787841796875	57	0.57	False
bn_affine	61	0.001	400	273.54298210144043	0.6838574552536011	381	0.9525	100	1.7583457231521606	1.2760841369628906	58	0.58	False
bn_affine	62	0.001	400	268.64869022369385	0.6716217255592346	382	0.955	100	1.7498815059661865	1.2676197814941406	56	0.56	False
bn_affine	63	0.001	400	266.88361501693726	0.6672090375423432	381	0.9525	100	1.755820870399475	1.2735591888427735	58	0.58	False
bn_affine	64	0.001	400	272.7642135620117	0.6819105339050293	379	0.9475	100	1.7328084707260132	1.2505467987060548	57	0.57	False
bn_affine	65	0.001	400	268.1051149368286	0.6702627873420716	378	0.945	100	1.7341079711914062	1.2518463134765625	58	0.58	False
bn_affine	66	0.001	400	267.09720611572266	0.6677430152893067	373	0.9325	100	1.709782361984253	1.2275206756591797	58	0.58	False
bn_affine	67	0.001	400	267.6314105987549	0.6690785264968873	382	0.955	100	1.7237110137939453	1.2414492797851562	53	0.53	False
bn_affine	68	0.001	400	265.38426876068115	0.6634606719017029	380	0.95	100	1.71933114528656	1.2370695495605468	56	0.56	False
bn_affine	69	0.001	400	280.01952362060547	0.7000488090515137	374	0.935	100	1.703016757965088	1.2207551574707032	57	0.57	False
bn_affine	70	0.001	400	264.1821575164795	0.6604553937911988	386	0.965	100	1.730662226676941	1.2484004974365235	56	0.56	False
bn_affine	71	0.001	400	265.5715751647949	0.6639289379119873	382	0.955	100	1.7173025608062744	1.2350408935546875	57	0.57	False
bn_affine	72	0.001	400	264.0511131286621	0.6601277828216553	384	0.96	100	1.7255371809005737	1.2432756042480468	57	0.57	False
bn_affine	73	0.001	400	270.769287109375	0.6769232177734374	378	0.945	100	1.7305175065994263	1.2482559967041016	56	0.56	False
bn_affine	74	0.001	400	269.0047607421875	0.6725119018554687	380	0.95	100	1.7259896993637085	1.2437281799316406	55	0.55	False
bn_affine	75	0.001	400	264.4569854736328	0.661142463684082	379	0.9475	100	1.6974225044250488	1.2151606750488282	55	0.55	False
bn_affine	76	0.001	400	263.7959671020508	0.659489917755127	379	0.9475	100	1.7306711673736572	1.2484095764160157	55	0.55	False
bn_affine	77	0.001	400	265.9175796508789	0.6647939491271972	380	0.95	100	1.6979758739471436	1.2157142639160157	57	0.57	False
bn_affine	78	0.001	400	262.815411567688	0.65703852891922	384	0.96	100	1.694985032081604	1.2127232360839844	58	0.58	False
bn_affine	79	0.001	400	272.620943069458	0.681552357673645	377	0.9425	100	1.6742373704910278	1.1919757080078126	59	0.59	False
bn_affine	80	0.001	400	261.3767318725586	0.6534418296813965	383	0.9575	100	1.6629834175109863	1.1807215881347657	59	0.59	False
bn_affine	81	0.001	400	276.18576431274414	0.6904644107818604	376	0.94	100	1.696658730506897	1.2143971252441406	60	0.6	False
bn_affine	82	0.001	400	266.5607957839966	0.6664019894599914	381	0.9525	100	1.6905089616775513	1.208247299194336	61	0.61	False
bn_affine	83	0.001	400	263.2743282318115	0.6581858205795288	375	0.9375	100	1.674627661705017	1.1923658752441406	59	0.59	False
bn_affine	84	0.001	400	260.1218852996826	0.6503047132492066	382	0.955	100	1.6813170909881592	1.1990553283691405	60	0.6	False
bn_affine	85	0.001	400	264.23816871643066	0.6605954217910767	382	0.955	100	1.7049137353897095	1.2226519775390625	58	0.58	False
bn_affine	86	0.001	400	259.0784640312195	0.6476961600780488	385	0.9625	100	1.701886534690857	1.2196247863769532	59	0.59	False
bn_affine	87	0.001	400	264.03030586242676	0.6600757646560669	380	0.95	100	1.6561089754104614	1.1738473510742187	58	0.58	False
bn_affine	88	0.001	400	261.4657154083252	0.653664288520813	380	0.95	100	1.6702861785888672	1.1880245971679688	61	0.61	False
bn_affine	89	0.001	400	261.94342708587646	0.6548585677146912	379	0.9475	100	1.6645652055740356	1.182303466796875	60	0.6	False
bn_affine	90	0.001	400	281.93621015548706	0.7048405253887177	381	0.9525	100	1.6558178663253784	1.1735560607910156	60	0.6	False
bn_affine	91	0.001	400	269.6294403076172	0.674073600769043	376	0.94	100	1.6869738101959229	1.2047122192382813	59	0.59	False
bn_affine	92	0.001	400	272.74870681762695	0.6818717670440674	384	0.96	100	1.7031230926513672	1.2208615112304688	60	0.6	False
bn_affine	93	0.001	400	269.50576400756836	0.6737644100189208	378	0.945	100	1.7373942136764526	1.255132598876953	57	0.57	False
bn_affine	94	0.001	400	264.4107475280762	0.6610268688201905	376	0.94	100	1.7372913360595703	1.2550296020507812	57	0.57	False
bn_affine	95	0.001	400	263.2923049926758	0.6582307624816894	382	0.955	100	1.708863615989685	1.2266020202636718	58	0.58	False
bn_affine	96	0.001	400	273.2709503173828	0.683177375793457	381	0.9525	100	1.6881624460220337	1.2059008026123046	58	0.58	False
bn_affine	97	0.001	400	261.58982276916504	0.6539745569229126	383	0.9575	100	1.6626746654510498	1.1804129791259765	58	0.58	False
bn_affine	98	0.001	400	266.26362323760986	0.6656590580940247	376	0.94	100	1.6576358079910278	1.1753741455078126	60	0.6	False
bn_affine	99	0.001	400	262.4322090148926	0.6560805225372315	386	0.965	100	1.681603193283081	1.1993415069580078	60	0.6	False
bn_affine	100	0.001	400	256.5541582107544	0.641385395526886	382	0.955	100	1.6870625019073486	1.2048007202148439	56	0.56	False
head_weight	1	0.01	400	1842.986831665039	4.607467079162598	4	0.01	100	4.654103755950928	4.171842041015625	0	0.0	True
head_weight	2	0.01	400	1788.2464218139648	4.470616054534912	16	0.04	100	4.582742691040039	4.1004812622070315	3	0.03	True
head_weight	3	0.01	400	1733.3348083496094	4.333337020874024	39	0.0975	100	4.523122310638428	4.040861206054688	4	0.04	True
head_weight	4	0.01	400	1680.5183715820312	4.201295928955078	78	0.195	100	4.467037677764893	3.9847760009765625	8	0.08	True
head_weight	5	0.01	400	1629.6196060180664	4.074049015045166	108	0.27	100	4.40651273727417	3.9242514038085936	10	0.1	True
head_weight	6	0.01	400	1578.4014282226562	3.9460035705566407	130	0.325	100	4.3525800704956055	3.8703182983398436	10	0.1	True
head_weight	7	0.01	400	1529.8316802978516	3.824579200744629	144	0.36	100	4.3032684326171875	3.821007080078125	11	0.11	True
head_weight	8	0.01	400	1483.3362426757812	3.708340606689453	170	0.425	100	4.255626678466797	3.7733648681640624	11	0.11	True
head_weight	9	0.01	400	1431.285873413086	3.578214683532715	175	0.4375	100	4.208349704742432	3.726087646484375	12	0.12	True
head_weight	10	0.01	400	1383.5939025878906	3.4589847564697265	193	0.4825	100	4.154595375061035	3.672333984375	14	0.14	True
head_weight	11	0.01	400	1342.4098434448242	3.3560246086120604	212	0.53	100	4.098761081695557	3.6164996337890627	15	0.15	True
head_weight	12	0.01	400	1297.3958168029785	3.2434895420074463	219	0.5475	100	4.054747104644775	3.5724853515625	17	0.17	True
head_weight	13	0.01	400	1249.9986457824707	3.124996614456177	237	0.5925	100	4.003806114196777	3.5215447998046874	19	0.19	True
head_weight	14	0.01	400	1212.0047912597656	3.030011978149414	237	0.5925	100	3.9512648582458496	3.4690032958984376	20	0.2	True
head_weight	15	0.01	400	1176.9637069702148	2.9424092674255373	250	0.625	100	3.8993139266967773	3.4170523071289063	20	0.2	True
head_weight	16	0.01	400	1131.728126525879	2.829320316314697	258	0.645	100	3.8554699420928955	3.3732086181640626	21	0.21	True
head_weight	17	0.01	400	1095.7830924987793	2.739457731246948	260	0.65	100	3.805830955505371	3.3235693359375	21	0.21	True
head_weight	18	0.01	400	1060.383659362793	2.6509591484069825	269	0.6725	100	3.7569689750671387	3.2747076416015624	21	0.21	True
head_weight	19	0.01	400	1021.4665756225586	2.5536664390563963	280	0.7	100	3.7102763652801514	3.22801513671875	21	0.21	True
head_weight	20	0.01	400	987.4677505493164	2.468669376373291	280	0.7	100	3.6681480407714844	3.1858865356445314	21	0.21	True
head_weight	21	0.01	400	954.755973815918	2.386889934539795	291	0.7275	100	3.624138116836548	3.141876220703125	23	0.23	True
head_weight	22	0.01	400	924.5753059387207	2.3114382648468017	294	0.735	100	3.576719284057617	3.094457702636719	25	0.25	True
head_weight	23	0.01	400	895.8764801025391	2.2396912002563476	304	0.76	100	3.5349175930023193	3.05265625	26	0.26	True
head_weight	24	0.01	400	866.4053649902344	2.166013412475586	299	0.7475	100	3.4914121627807617	3.009150390625	25	0.25	True
head_weight	25	0.01	400	834.7749176025391	2.0869372940063475	309	0.7725	100	3.4470181465148926	2.9647567749023436	26	0.26	True
head_weight	26	0.01	400	814.816463470459	2.0370411586761477	310	0.775	100	3.407238721847534	2.924977111816406	28	0.28	True
head_weight	27	0.01	400	791.5269393920898	1.9788173484802245	315	0.7875	100	3.3703999519348145	2.888138427734375	27	0.27	True
head_weight	28	0.01	400	763.8801689147949	1.9097004222869873	320	0.8	100	3.336944580078125	2.8546826171875	27	0.27	True
head_weight	29	0.01	400	737.651008605957	1.8441275215148927	327	0.8175	100	3.3058791160583496	2.823617248535156	28	0.28	True
head_weight	30	0.01	400	719.0444107055664	1.797611026763916	330	0.825	100	3.2708232402801514	2.78856201171875	32	0.32	True
head_weight	31	0.01	400	700.3544883728027	1.7508862209320069	332	0.83	100	3.232969045639038	2.7507073974609373	32	0.32	True
head_weight	32	0.01	400	678.2137203216553	1.6955343008041381	333	0.8325	100	3.1999287605285645	2.717667236328125	35	0.35	True
head_weight	33	0.01	400	662.1581649780273	1.6553954124450683	334	0.835	100	3.1602444648742676	2.6779827880859375	33	0.33	True
head_weight	34	0.01	400	641.3049488067627	1.6032623720169068	344	0.86	100	3.1283586025238037	2.6460968017578126	36	0.36	True
head_weight	35	0.01	400	630.429615020752	1.5760740375518798	345	0.8625	100	3.0885753631591797	2.6063140869140624	35	0.35	True
head_weight	36	0.01	400	605.9657516479492	1.5149143791198731	344	0.86	100	3.0620079040527344	2.5797463989257814	35	0.35	True
head_weight	37	0.01	400	589.3447875976562	1.4733619689941406	339	0.8475	100	3.0261781215667725	2.5439163208007813	37	0.37	True
head_weight	38	0.01	400	574.0178756713867	1.4350446891784667	349	0.8725	100	3.000375986099243	2.518114471435547	38	0.38	True
head_weight	39	0.01	400	559.7250862121582	1.3993127155303955	346	0.865	100	2.977889060974121	2.49562744140625	38	0.38	True
head_weight	40	0.01	400	546.2204055786133	1.3655510139465332	347	0.8675	100	2.95273756980896	2.47047607421875	40	0.4	True
head_weight	41	0.01	400	534.1881465911865	1.3354703664779664	355	0.8875	100	2.920659303665161	2.4383978271484374	43	0.43	True
head_weight	42	0.01	400	524.9792213439941	1.3124480533599854	350	0.875	100	2.9039459228515625	2.421684112548828	44	0.44	True
head_weight	43	0.01	400	512.4311790466309	1.2810779476165772	352	0.88	100	2.888406991958618	2.40614501953125	43	0.43	True
head_weight	44	0.01	400	502.4012107849121	1.2560030269622802	359	0.8975	100	2.855729103088379	2.3734674072265625	42	0.42	True
head_weight	45	0.01	400	494.7971439361572	1.236992859840393	353	0.8825	100	2.827908754348755	2.3456471252441404	45	0.45	True
head_weight	46	0.01	400	477.76276206970215	1.1944069051742554	358	0.895	100	2.810065507888794	2.327803955078125	45	0.45	True
head_weight	47	0.01	400	467.8778324127197	1.1696945810317994	363	0.9075	100	2.785358190536499	2.3030966186523436	46	0.46	True
head_weight	48	0.01	400	462.9432563781738	1.1573581409454345	361	0.9025	100	2.756784677505493	2.274523162841797	46	0.46	True
head_weight	49	0.01	400	452.0265426635742	1.1300663566589355	367	0.9175	100	2.7341651916503906	2.2519036865234376	46	0.46	True
head_weight	50	0.01	400	440.04371643066406	1.1001092910766601	363	0.9075	100	2.7111730575561523	2.2289114379882813	45	0.45	True
head_weight	51	0.01	400	438.22815132141113	1.0955703783035278	365	0.9125	100	2.700315475463867	2.218053894042969	45	0.45	True
head_weight	52	0.01	400	430.13482093811035	1.0753370523452759	365	0.9125	100	2.6863298416137695	2.204068298339844	46	0.46	True
head_weight	53	0.01	400	425.7715835571289	1.0644289588928222	364	0.91	100	2.6610805988311768	2.1788189697265623	44	0.44	True
head_weight	54	0.01	400	419.60559844970703	1.0490139961242675	368	0.92	100	2.6511998176574707	2.1689381408691406	44	0.44	True
head_weight	55	0.01	400	409.8560333251953	1.0246400833129883	365	0.9125	100	2.6359851360321045	2.15372314453125	44	0.44	True
head_weight	56	0.01	400	401.16198539733887	1.0029049634933471	368	0.92	100	2.626692533493042	2.144430847167969	45	0.45	True
head_weight	57	0.01	400	397.9536762237549	0.9948841905593873	368	0.92	100	2.600360631942749	2.1180989074707033	45	0.45	True
head_weight	58	0.01	400	391.08063793182373	0.9777015948295593	369	0.9225	100	2.5913913249969482	2.1091293334960937	45	0.45	True
head_weight	59	0.01	400	386.92884063720703	0.9673221015930176	368	0.92	100	2.5691821575164795	2.0869204711914064	45	0.45	True
head_weight	60	0.01	400	379.0881118774414	0.9477202796936035	373	0.9325	100	2.550203561782837	2.06794189453125	45	0.45	True
head_weight	61	0.001	400	377.3017101287842	0.9432542753219605	374	0.935	100	2.5429301261901855	2.0606683349609374	43	0.43	True
head_weight	62	0.001	400	377.19458389282227	0.9429864597320556	373	0.9325	100	2.5358147621154785	2.053553161621094	43	0.43	True
head_weight	63	0.001	400	375.1356086730957	0.9378390216827392	371	0.9275	100	2.539292812347412	2.0570309448242186	45	0.45	False
head_weight	64	0.001	400	376.6620292663574	0.9416550731658936	374	0.935	100	2.5355703830718994	2.0533087158203127	45	0.45	True
head_weight	65	0.001	400	375.5736789703369	0.9389341974258423	368	0.92	100	2.538897752761841	2.0566361999511718	44	0.44	False
head_weight	66	0.001	400	376.1955280303955	0.9404888200759888	373	0.9325	100	2.544550657272339	2.062288970947266	44	0.44	False
head_weight	67	0.001	400	379.7046642303467	0.9492616605758667	371	0.9275	100	2.5431230068206787	2.0608615112304687	44	0.44	False
head_weight	68	0.001	400	372.2779426574707	0.9306948566436768	371	0.9275	100	2.53824520111084	2.055983581542969	45	0.45	False
head_weight	69	0.001	400	375.1154556274414	0.9377886390686035	373	0.9325	100	2.5437400341033936	2.061478271484375	45	0.45	False
head_weight	70	0.001	400	372.17977714538574	0.9304494428634643	369	0.9225	100	2.54061222076416	2.0583502197265626	45	0.45	False
head_weight	71	0.001	400	370.4238586425781	0.9260596466064454	371	0.9275	100	2.5355277061462402	2.0532659912109374	44	0.44	True
head_weight	72	0.001	400	367.140193939209	0.9178504848480225	373	0.9325	100	2.540461301803589	2.058199462890625	44	0.44	False
head_weight	73	0.001	400	370.6314105987549	0.9265785264968872	370	0.925	100	2.5481483936309814	2.065886688232422	44	0.44	False
head_weight	74	0.001	400	376.10536193847656	0.9402634048461914	369	0.9225	100	2.5330586433410645	2.050797119140625	44	0.44	True
head_weight	75	0.001	400	373.6332149505615	0.9340830373764039	371	0.9275	100	2.5359182357788086	2.0536564636230468	45	0.45	False
head_weight	76	0.001	400	369.10448837280273	0.9227612209320069	372	0.93	100	2.5317866802215576	2.049525146484375	43	0.43	True
head_weight	77	0.001	400	369.89360427856445	0.9247340106964111	374	0.935	100	2.528534173965454	2.0462725830078123	43	0.43	True
head_weight	78	0.001	400	368.0010566711426	0.9200026416778564	372	0.93	100	2.521383047103882	2.0391212463378907	45	0.45	True
head_weight	79	0.001	400	378.71809005737305	0.9467952251434326	374	0.935	100	2.5233547687530518	2.0410931396484373	46	0.46	False
head_weight	80	0.001	400	367.88758277893066	0.9197189569473266	372	0.93	100	2.5160984992980957	2.0338368225097656	45	0.45	True
head_weight	81	0.001	400	371.3917636871338	0.9284794092178345	367	0.9175	100	2.5264718532562256	2.044210205078125	43	0.43	False
head_weight	82	0.001	400	368.9837112426758	0.9224592781066895	376	0.94	100	2.5237627029418945	2.0415008544921873	44	0.44	False
head_weight	83	0.001	400	370.7988529205322	0.9269971323013305	379	0.9475	100	2.5139307975769043	2.031669158935547	44	0.44	True
head_weight	84	0.001	400	363.55855560302734	0.9088963890075683	372	0.93	100	2.5121943950653076	2.029932861328125	45	0.45	True
head_weight	85	0.001	400	365.6656188964844	0.9141640472412109	378	0.945	100	2.5223114490509033	2.040049743652344	43	0.43	False
head_weight	86	0.001	400	365.9522428512573	0.9148806071281433	374	0.935	100	2.524996042251587	2.042734375	43	0.43	False
head_weight	87	0.001	400	367.041051864624	0.91760262966156	376	0.94	100	2.516880750656128	2.034619140625	44	0.44	False
head_weight	88	0.001	400	365.97798919677734	0.9149449729919433	370	0.925	100	2.514451026916504	2.0321893310546875	45	0.45	False
head_weight	89	0.001	400	364.5984916687012	0.9114962291717529	369	0.9225	100	2.511929988861084	2.029668273925781	44	0.44	True
head_weight	90	0.001	400	366.96984481811523	0.9174246120452881	374	0.935	100	2.5047950744628906	2.022533416748047	44	0.44	True
head_weight	91	0.001	400	364.960506439209	0.9124012660980224	375	0.9375	100	2.5028176307678223	2.0205560302734376	46	0.46	True
head_weight	92	0.001	400	367.30138778686523	0.9182534694671631	369	0.9225	100	2.4967339038848877	2.0144723510742186	44	0.44	True
head_weight	93	0.001	400	365.86268424987793	0.9146567106246948	377	0.9425	100	2.4876108169555664	2.0053492736816407	46	0.46	True
head_weight	94	0.001	400	364.8083667755127	0.9120209169387817	372	0.93	100	2.4910171031951904	2.0087554931640623	45	0.45	False
head_weight	95	0.001	400	361.6221218109131	0.9040553045272827	371	0.9275	100	2.497176170349121	2.0149143981933593	43	0.43	False
head_weight	96	0.001	400	362.06309604644775	0.9051577401161194	372	0.93	100	2.5013344287872314	2.0190725708007813	43	0.43	False
head_weight	97	0.001	400	359.5144271850586	0.8987860679626465	372	0.93	100	2.500370979309082	2.0181094360351564	45	0.45	False
head_weight	98	0.001	400	360.3485469818115	0.9008713674545288	370	0.925	100	2.5000767707824707	2.0178152465820314	45	0.45	False
head_weight	99	0.001	400	360.5918312072754	0.9014795780181885	374	0.935	100	2.4991536140441895	2.0168917846679686	45	0.45	False
head_weight	100	0.001	400	358.2650260925293	0.8956625652313233	378	0.945	100	2.495072841644287	2.012811279296875	44	0.44	False
head_bias	1	0.01	400	297.0062713623047	0.7425156784057617	337	0.8425	100	0.49682945013046265	0.014567737579345702	98	0.98	True
head_bias	2	0.01	400	272.5177631378174	0.6812944078445434	362	0.905	100	0.5068482756614685	0.02458660364151001	99	0.99	False
head_bias	3	0.01	400	264.18770599365234	0.6604692649841308	373	0.9325	100	0.5158748030662537	0.03361307144165039	99	0.99	False
head_bias	4	0.01	400	259.51444721221924	0.6487861180305481	375	0.9375	100	0.5232282280921936	0.04096650123596191	99	0.99	False
head_bias	5	0.01	400	251.41103553771973	0.6285275888442993	380	0.95	100	0.5221580862998962	0.03989638090133667	99	0.99	False
head_bias	6	0.01	400	246.30203342437744	0.6157550835609436	382	0.955	100	0.5252636075019836	0.04300190925598144	99	0.99	False
head_bias	7	0.01	400	252.29715251922607	0.6307428812980652	370	0.925	100	0.5224032998085022	0.040141630172729495	98	0.98	False
head_bias	8	0.01	400	248.2018814086914	0.6205047035217285	377	0.9425	100	0.5216554403305054	0.03939372062683105	98	0.98	False
head_bias	9	0.01	400	242.65343284606934	0.6066335821151734	382	0.955	100	0.5235261917114258	0.04126454830169678	99	0.99	False
head_bias	10	0.01	400	245.1945343017578	0.6129863357543945	385	0.9625	100	0.5247400403022766	0.04247834205627441	99	0.99	False
head_bias	11	0.01	400	248.308762550354	0.620771906375885	379	0.9475	100	0.5288311839103699	0.046569499969482425	99	0.99	False
head_bias	12	0.01	400	246.93913459777832	0.6173478364944458	380	0.95	100	0.5260923504829407	0.0438306188583374	99	0.99	False
head_bias	13	0.01	400	242.75646305084229	0.6068911576271057	381	0.9525	100	0.5228257775306702	0.040564107894897464	99	0.99	False
head_bias	14	0.01	400	248.51836395263672	0.6212959098815918	379	0.9475	100	0.5222205519676208	0.039958891868591306	97	0.97	False
head_bias	15	0.01	400	244.88425064086914	0.6122106266021728	385	0.9625	100	0.5220046639442444	0.03974301815032959	98	0.98	False
head_bias	16	0.01	400	242.0581340789795	0.6051453351974487	383	0.9575	100	0.52680504322052	0.04454331398010254	97	0.97	False
head_bias	17	0.01	400	244.73403358459473	0.6118350839614868	372	0.93	100	0.5255058407783508	0.04324413299560547	97	0.97	False
head_bias	18	0.01	400	244.14036560058594	0.6103509140014648	378	0.945	100	0.5238591432571411	0.041597418785095215	98	0.98	False
head_bias	19	0.01	400	240.62488174438477	0.6015622043609619	379	0.9475	100	0.5249850153923035	0.042723345756530764	98	0.98	False
head_bias	20	0.01	400	240.88875246047974	0.6022218811511993	381	0.9525	100	0.5268557071685791	0.0445939826965332	97	0.97	False
head_bias	21	0.01	400	241.76776790618896	0.6044194197654724	382	0.955	100	0.5236884355545044	0.04142674446105957	99	0.99	False
head_bias	22	0.01	400	242.25984954833984	0.6056496238708496	386	0.965	100	0.5248430967330933	0.04258139133453369	97	0.97	False
head_bias	23	0.01	400	240.89704513549805	0.6022426128387451	382	0.955	100	0.5265838503837585	0.04432218551635742	98	0.98	False
head_bias	24	0.01	400	242.43376445770264	0.6060844111442566	376	0.94	100	0.5251144170761108	0.04285266876220703	98	0.98	False
head_bias	25	0.01	400	241.05839347839355	0.6026459836959839	380	0.95	100	0.5243925452232361	0.04213090896606445	97	0.97	False
head_bias	26	0.01	400	241.6701145172119	0.6041752862930297	382	0.955	100	0.52774977684021	0.045488080978393554	98	0.98	False
head_bias	27	0.01	400	242.86699867248535	0.6071674966812134	377	0.9425	100	0.5274488925933838	0.04518719673156738	99	0.99	False
head_bias	28	0.01	400	242.91156196594238	0.6072789049148559	380	0.95	100	0.5229138731956482	0.040652194023132325	99	0.99	False
head_bias	29	0.01	400	239.64635372161865	0.5991158843040466	379	0.9475	100	0.5200628042221069	0.03780112266540527	98	0.98	False
head_bias	30	0.01	400	243.23249053955078	0.608081226348877	378	0.945	100	0.5215418934822083	0.03928021192550659	99	0.99	False
head_bias	31	0.01	400	245.0324478149414	0.6125811195373535	378	0.945	100	0.520395040512085	0.03813335418701172	99	0.99	False
head_bias	32	0.01	400	240.5448887348175	0.6013622218370438	383	0.9575	100	0.5205531120300293	0.03829142093658447	99	0.99	False
head_bias	33	0.01	400	242.24127578735352	0.6056031894683838	385	0.9625	100	0.5188531875610352	0.03659148693084717	99	0.99	False
head_bias	34	0.01	400	240.39663982391357	0.600991599559784	381	0.9525	100	0.5222113132476807	0.03994960069656372	98	0.98	False
head_bias	35	0.01	400	241.44911003112793	0.6036227750778198	372	0.93	100	0.5227457284927368	0.040484042167663575	98	0.98	False
head_bias	36	0.01	400	241.18552017211914	0.6029638004302978	383	0.9575	100	0.5254973769187927	0.04323565006256103	97	0.97	False
head_bias	37	0.01	400	240.5200457572937	0.6013001143932343	379	0.9475	100	0.524364173412323	0.04210243225097656	98	0.98	False
head_bias	38	0.01	400	240.86890602111816	0.6021722650527954	383	0.9575	100	0.5222184062004089	0.03995673656463623	98	0.98	False
head_bias	39	0.01	400	239.75516891479492	0.5993879222869873	381	0.9525	100	0.5249453783035278	0.04268370151519776	97	0.97	False
head_bias	40	0.01	400	237.25780296325684	0.5931445074081421	380	0.95	100	0.5232731699943542	0.04101146697998047	100	1.0	False
head_bias	41	0.01	400	238.0465602874756	0.595116400718689	388	0.97	100	0.5229400992393494	0.040678367614746094	98	0.98	False
head_bias	42	0.01	400	240.0011444091797	0.6000028610229492	382	0.955	100	0.5203779339790344	0.03811620712280273	97	0.97	False
head_bias	43	0.01	400	240.69030952453613	0.6017257738113403	378	0.945	100	0.5212833881378174	0.03902167797088623	99	0.99	False
head_bias	44	0.01	400	242.1472692489624	0.605368173122406	378	0.945	100	0.5217777490615845	0.03951607942581177	99	0.99	False
head_bias	45	0.01	400	239.68796825408936	0.5992199206352233	382	0.955	100	0.5210196375846863	0.038757948875427245	98	0.98	False
head_bias	46	0.01	400	236.48069190979004	0.591201729774475	386	0.965	100	0.5223546624183655	0.04009298324584961	98	0.98	False
head_bias	47	0.01	400	239.5230531692505	0.5988076329231262	380	0.95	100	0.5225291848182678	0.040267472267150876	98	0.98	False
head_bias	48	0.01	400	241.42651748657227	0.6035662937164307	381	0.9525	100	0.5210846662521362	0.03882297039031982	98	0.98	False
head_bias	49	0.01	400	238.85930347442627	0.5971482586860657	386	0.965	100	0.5210107564926147	0.03874901294708252	98	0.98	False
head_bias	50	0.01	400	239.36575984954834	0.5984143996238709	380	0.95	100	0.5228278040885925	0.04056612491607666	99	0.99	False
head_bias	51	0.01	400	237.29733657836914	0.5932433414459228	385	0.9625	100	0.5253705978393555	0.043108892440795896	98	0.98	False
head_bias	52	0.01	400	242.23697662353516	0.6055924415588378	383	0.9575	100	0.5234096646308899	0.04114792823791504	98	0.98	False
head_bias	53	0.01	400	243.49236488342285	0.6087309122085571	380	0.95	100	0.5254961848258972	0.04323448181152344	98	0.98	False
head_bias	54	0.01	400	240.7491331100464	0.6018728327751159	385	0.9625	100	0.5263918042182922	0.04413011074066162	97	0.97	False
head_bias	55	0.01	400	241.82301330566406	0.6045575332641602	380	0.95	100	0.5224683284759521	0.040206594467163084	99	0.99	False
head_bias	56	0.01	400	241.08838558197021	0.6027209639549256	382	0.955	100	0.520168662071228	0.03790694952011108	98	0.98	False
head_bias	57	0.01	400	240.74734592437744	0.6018683648109436	377	0.9425	100	0.5213856101036072	0.03912395477294922	98	0.98	False
head_bias	58	0.01	400	237.9385290145874	0.5948463225364685	378	0.945	100	0.5225881934165955	0.040326442718505856	98	0.98	False
head_bias	59	0.01	400	238.84591484069824	0.5971147871017456	384	0.96	100	0.523439347743988	0.04117761135101319	98	0.98	False
head_bias	60	0.01	400	238.87679862976074	0.5971919965744018	383	0.9575	100	0.519645094871521	0.0373833703994751	99	0.99	False
head_bias	61	0.001	400	238.8414363861084	0.597103590965271	383	0.9575	100	0.5227521657943726	0.04049046516418457	99	0.99	False
head_bias	62	0.001	400	238.4038553237915	0.5960096383094787	378	0.945	100	0.5217448472976685	0.03948314428329468	100	1.0	False
head_bias	63	0.001	400	236.57609128952026	0.5914402282238007	380	0.95	100	0.524200975894928	0.04193930149078369	100	1.0	False
head_bias	64	0.001	400	237.51678276062012	0.5937919569015503	385	0.9625	100	0.5203280448913574	0.038066349029541015	100	1.0	False
head_bias	65	0.001	400	239.25154495239258	0.5981288623809814	382	0.955	100	0.5189335942268372	0.0366719126701355	100	1.0	False
head_bias	66	0.001	400	239.34308242797852	0.5983577060699463	378	0.945	100	0.520821750164032	0.03856006860733032	100	1.0	False
head_bias	67	0.001	400	237.64236164093018	0.5941059041023254	384	0.96	100	0.5186786651611328	0.03641700029373169	100	1.0	False
head_bias	68	0.001	400	237.95463466644287	0.5948865866661072	383	0.9575	100	0.5211953520774841	0.038933675289154056	99	0.99	False
